sender_account,amount,sender_country,description,id,timestamp,currency,receiver_account,receiver_country
SE8902ZVTV98812993474647,47843.52,Sweden,Consulting fee,4998,2025-01-17 07:06:00,SEK,SE8902MQMR87651444736111,Sweden
SE8902UVRY16194000688254,32237.24,Sweden,Insurance payout,4999,2025-01-25 06:54:00,SEK,SE8902SPLV55493875690484,Sweden
SE8902SHGS62187533607069,34776.32,Sweden,Utility bill,5000,2025-03-30 04:24:00,SEK,SE8902BADO65968898453667,Sweden
SE8902ZJJF79585810673366,9143.28,Sweden,Unknown,5001,2025-01-05 17:20:00,SEK,SE8902CDJH95141039369424,Sweden
SE8902FPGB53740832393246,31304.48,Sweden,Unknown,5002,2025-02-04 01:47:00,SEK,SE8902KLES25420753966546,Sweden
SE8902TMSX38474464548691,19363.16,Sweden,Mobile recharge,5003,2025-02-21 20:37:00,SEK,SE8902HWHC81157429988113,Sweden
SE8902ITVH26113588018628,7255.52,Sweden,Subscription fee,5004,2025-02-03 11:16:00,SEK,SE8902IJUF89235594362096,Sweden
SE8902SVNA09488395571575,32682.23,Sweden,Gift to family member,5005,2025-03-21 09:09:00,SEK,SE8902YBUM91649266178467,Sweden
SE8902PQAY31420284375015,29121.06,Sweden,Salary payment,5006,2025-03-15 13:35:00,SEK,SE8902RNLY55461931214075,Sweden
SE8902YSLL26649994554341,39403.79,Sweden,Loan repayment,5007,2025-03-25 02:38:00,SEK,SE8902EMIT82352727650511,Sweden
SE8902IDYW61560887680926,23830.13,Sweden,Rent transfer,5008,2025-01-09 22:22:00,SEK,SE8902AZXE66883467511248,Sweden
SE8902PXCX96170096954134,47268.95,Sweden,Mobile recharge,5009,2025-03-03 22:23:00,SEK,SE8902QZEZ52320024971424,Sweden
SE8902YXOS87838017500335,7322.46,Sweden,Payment for invoice #3859,5010,2025-02-04 07:57:00,SEK,SE8902GXGJ09737434359792,Sweden
SE8902DGXX88147139459340,49325.80,Sweden,Mobile recharge,5011,2025-05-16 04:01:00,SEK,SE8902YHDH95624192716829,Sweden
SE8902QSEZ62900642158291,14965.18,Sweden,Utility bill,5012,2025-05-16 07:21:00,SEK,SE8902GOTA27808705650145,Sweden
SE8902PXRQ98520175302074,3027.84,Sweden,Unknown,5013,2025-02-03 02:20:00,SEK,SE8902VROD28357188719403,Sweden
SE8902FFCY95333401231837,21882.08,Sweden,Reimbursement for travel,5014,2025-04-01 20:55:00,SEK,SE8902KSPR66432840199154,Sweden
SE8902HEMI79004079416247,10531.68,Sweden,Utility bill,5015,2025-01-25 02:10:00,SEK,SE8902AQCO44387324377348,Sweden
SE8902UXKG57479907330381,48774.82,Sweden,Online purchase,5016,2025-02-13 16:31:00,SEK,SE8902OZBM53448690509013,Sweden
SE8902OUYV90192199566077,4675.59,Sweden,Reimbursement for travel,5017,2025-02-28 20:56:00,SEK,SE8902KLCO29429723379486,Sweden
SE8902FQLC01698765585803,30301.12,Sweden,Insurance payout,5018,2025-01-04 04:19:00,SEK,SE8902FKHS98022985303829,Sweden
SE8902FUMK63947148705760,34253.39,Sweden,Mobile recharge,5019,2025-01-05 04:07:00,SEK,SE8902CKLN78195298715336,Sweden
SE8902YPLL97549313922893,40905.27,Sweden,Rent transfer,5020,2025-05-15 22:36:00,SEK,SE8902PFMB93666687080636,Sweden
SE8902PZDL59107473276443,2841.73,Sweden,Loan repayment,5021,2025-04-16 02:20:00,SEK,SE8902UTKC76119475507073,Sweden
SE8902TTXT03943566438167,1887.66,Sweden,Payment for invoice #8784,5022,2025-02-15 09:35:00,SEK,SE8902OTGT26923733226539,Sweden
SE8902FADN38705986955694,8097.88,Sweden,Rent transfer,5023,2025-01-21 13:12:00,SEK,SE8902CUMA73016131740531,Sweden
SE8902NDNE36671961231780,18840.24,Sweden,Freelance project payment,5024,2025-03-03 07:07:00,SEK,SE8902PDPB59162046614533,Sweden
SE8902QYUK75923058440099,31232.39,Sweden,Rent transfer,5025,2025-01-05 17:36:00,SEK,SE8902OZOM23207181936410,Sweden
SE8902HADZ94831371615319,6955.97,Sweden,Tax refund,5026,2025-01-05 18:37:00,SEK,SE8902EWZR85142291879165,Sweden
SE8902KJYB05100798381483,45192.26,Sweden,Tax refund,5027,2025-03-02 02:01:00,SEK,SE8902ELOW76907000148619,Sweden
SE8902XAJW53043482546967,799.50,Sweden,Payment for invoice #4563,5028,2025-01-12 12:04:00,SEK,SE8902UGGW38274485777478,Sweden
SE8902FQVQ38132937638029,16629.88,Sweden,Gift to family member,5029,2025-03-08 05:49:00,SEK,SE8902UTXQ46186994218835,Sweden
SE8902XPHP30865499209335,32917.50,Sweden,Consulting fee,5030,2025-03-03 09:14:00,SEK,SE8902XIOP55762967773996,Sweden
SE8902AJRJ35802643947946,15708.05,Sweden,Mobile recharge,5031,2025-03-30 16:05:00,SEK,SE8902RDFD79748993078910,Sweden
SE8902POUN96279557917869,30456.87,Sweden,Unknown,5032,2025-03-19 23:44:00,SEK,SE8902KMID87590796935719,Sweden
SE8902TNEQ21759041931830,23469.39,Sweden,Salary payment,5033,2025-05-13 06:58:00,SEK,SE8902GSWE68166162519198,Sweden
SE8902ALFN61867186946491,10288.49,Sweden,Online purchase,5034,2025-03-11 11:25:00,SEK,SE8902HHVE14882891293350,Sweden
SE8902REPT13055923984909,49772.20,Sweden,Insurance payout,5035,2025-01-14 14:17:00,SEK,SE8902GJBL45406945630901,Sweden
SE8902XNEE54146257506129,23658.96,Sweden,Unknown,5036,2025-01-09 11:39:00,SEK,SE8902XVPE12442001326703,Sweden
SE8902FQVQ38132937638029,34743.84,Sweden,Utility bill,5037,2025-02-06 17:06:00,SEK,SE8902UDAI89693707440786,Sweden
SE8902AAEJ67825986403885,30066.82,Sweden,Gift to family member,5038,2025-03-08 00:48:00,SEK,SE8902OBIX76276487885565,Sweden
SE8902TNEQ21759041931830,19369.22,Sweden,Tax refund,5039,2025-04-30 23:22:00,SEK,SE8902XPRV76493567899496,Sweden
SE8902WPAU97779463181066,37209.15,Sweden,Reimbursement for travel,5040,2025-04-13 10:04:00,SEK,SE8902MTEW80340871788369,Sweden
SE8902IKZC79179007095909,34703.32,Sweden,Gift to family member,5041,2025-03-08 02:28:00,SEK,SE8902LARY75915594710859,Sweden
SE8902UYWH41914146129072,10512.06,Sweden,Reimbursement for travel,5042,2025-03-25 07:17:00,SEK,SE8902PUFG51102457949170,Sweden
SE8902ZQTF23438409122635,12780.56,Sweden,Reimbursement for travel,5043,2025-03-09 20:36:00,SEK,SE8902BPXN71817611233256,Sweden
SE8902SRLL43477163490964,38910.23,Sweden,Freelance project payment,5044,2025-04-21 15:41:00,SEK,SE8902SVNA09488395571575,Sweden
SE8902TKRB93799625518098,46926.00,Sweden,Online purchase,5045,2025-05-16 18:01:00,SEK,SE8902ATDH36917846037146,Sweden
SE8902IPMR06918676283049,11475.63,Sweden,Salary payment,5046,2025-05-18 01:37:00,SEK,SE8902QJSX02120298481356,Sweden
SE8902YERF08265652105112,38825.48,Sweden,Consulting fee,5047,2025-01-14 18:36:00,SEK,SE8902KMID87590796935719,Sweden
SE8902RTPP26534696624492,42096.65,Sweden,Subscription fee,5048,2025-03-27 16:14:00,SEK,SE8902EVCJ18582465780769,Sweden
SE8902UJGR36411837401781,31865.48,Sweden,Online purchase,5049,2025-05-18 03:26:00,SEK,SE8902GXKS66714923613080,Sweden
SE8902JNFW68474844339506,35834.33,Sweden,Salary payment,5050,2025-03-11 19:42:00,SEK,SE8902KLRO16474013075873,Sweden
SE8902IWLJ80369151603079,29613.18,Sweden,Loan repayment,5051,2025-01-21 05:12:00,SEK,SE8902LYWY52207782370009,Sweden
SE8902QRLT89568280421783,40046.34,Sweden,Payment for invoice #7255,5052,2025-03-14 05:51:00,SEK,SE8902BUUB70684057188314,Sweden
SE8902MQTA07583386361028,14210.50,Sweden,Online purchase,5053,2025-03-10 11:09:00,SEK,SE8902PCFY59781759139715,Sweden
SE8902YIXR29588609244770,37052.47,Sweden,Mobile recharge,5054,2025-02-14 00:57:00,SEK,SE8902OBNT50973876422839,Sweden
SE8902WPAU97779463181066,39515.16,Sweden,Utility bill,5055,2025-05-06 02:21:00,SEK,SE8902TDHG03930597785173,Sweden
SE8902RFND18240718616184,29428.31,Sweden,Utility bill,5056,2025-03-23 03:28:00,SEK,SE8902TDQR72645888062798,Sweden
SE8902SPLV55493875690484,22520.65,Sweden,Subscription fee,5057,2025-02-03 13:34:00,SEK,SE8902NBJB19095650975525,Sweden
SE8902ASFC38684084271407,7655.07,Sweden,Consulting fee,5058,2025-01-04 04:31:00,SEK,SE8902RFKG13034824351836,Sweden
SE8902MDNR23654048962365,39666.67,Sweden,Tax refund,5059,2025-01-20 06:28:00,SEK,SE8902OARH91598307982968,Sweden
SE8902GVHN92964423897611,13128.66,Sweden,Utility bill,5060,2025-02-15 12:02:00,SEK,SE8902VATX29635590400151,Sweden
SE8902BUFN52320844378385,4003.66,Sweden,Unknown,5061,2025-03-28 18:38:00,SEK,SE8902PSFY01211467765419,Sweden
SE8902YCMH62501138405727,48378.71,Sweden,Tax refund,5062,2025-02-14 02:59:00,SEK,SE8902JYDD80497877012989,Sweden
SE8902FUMK63947148705760,23636.40,Sweden,Online purchase,5063,2025-03-06 05:26:00,SEK,SE8902RNLY55461931214075,Sweden
SE8902WGFJ72090874836772,37315.29,Sweden,Unknown,5064,2025-05-15 18:42:00,SEK,SE8902DAYC14364335693782,Sweden
SE8902KJYB05100798381483,24678.77,Sweden,Rent transfer,5065,2025-02-18 05:02:00,SEK,SE8902FNVL25969348892346,Sweden
SE8902JFLG01724285840236,43914.21,Sweden,Reimbursement for travel,5066,2025-04-18 22:57:00,SEK,SE8902SJVO55654185313291,Sweden
SE8902RFAD93127690350624,31522.34,Sweden,Mobile recharge,5067,2025-04-02 02:43:00,SEK,SE8902OUYV90192199566077,Sweden
SE8902FKHS98022985303829,7661.99,Sweden,Freelance project payment,5068,2025-03-23 10:42:00,SEK,SE8902HCFQ50732586147290,Sweden
SE8902SLBZ46706062219762,2202.11,Sweden,Reimbursement for travel,5069,2025-05-13 01:26:00,SEK,SE8902RCMN64982980569854,Sweden
SE8902ZJVA11817265425330,30751.14,Sweden,Unknown,5070,2025-03-03 17:12:00,SEK,SE8902POUN96279557917869,Sweden
SE8902DGBN51946839388357,40895.69,Sweden,Freelance project payment,5071,2025-03-25 04:14:00,SEK,SE8902ZZYD33218163616915,Sweden
SE8902RXPZ64193650870827,8779.60,Sweden,Unknown,5072,2025-04-22 12:06:00,SEK,SE8902ALFN61867186946491,Sweden
SE8902HWHC81157429988113,6234.12,Sweden,Freelance project payment,5073,2025-04-19 07:01:00,SEK,SE8902ZKCR38556369708361,Sweden
SE8902DXER23023951967280,49625.04,Sweden,Salary payment,5074,2025-04-05 10:07:00,SEK,SE8902GWOF13656646987338,Sweden
SE8902IEHG40560196591529,4382.87,Sweden,Reimbursement for travel,5075,2025-02-08 01:09:00,SEK,SE8902YWZE35031868738690,Sweden
SE8902UPQN50233742051449,20419.07,Sweden,Utility bill,5076,2025-09-03 18:43:00,SEK,SE8902BWOT03489901672599,Sweden
SE8902EVCJ18582465780769,26772.00,Sweden,Gift to family member,5077,2025-05-03 12:46:00,SEK,SE8902EANL33346362686121,Sweden
SE8902TEZZ10595111121627,6169.21,Sweden,Tax refund,5078,2025-05-04 19:24:00,SEK,SE8902UHPN71937885399066,Sweden
SE8902FGVS05404234689422,1052.95,Sweden,Unknown,5079,2025-01-20 09:11:00,SEK,SE8902GDKU45032945438327,Sweden
SE8902THMG75207589410634,48609.92,Sweden,Salary payment,5080,2025-01-16 02:40:00,SEK,SE8902YREH60256445948405,Sweden
SE8902EEKT76326536417923,8815.53,Sweden,Mobile recharge,5081,2025-05-13 10:39:00,SEK,SE8902VABD28433519743158,Sweden
SE8902KMRD06713970744337,6573.57,Sweden,Rent transfer,5082,2025-01-14 21:01:00,SEK,SE8902OYBW39299291170957,Sweden
SE8902YHDH95624192716829,44081.49,Sweden,Unknown,5083,2025-03-13 02:23:00,SEK,SE8902IEHG40560196591529,Sweden
SE8902IMEB42197421849807,15065.14,Sweden,Unknown,5084,2025-04-26 05:52:00,SEK,SE8902MPWG51569045484865,Sweden
SE8902JFXZ40334167631989,10350.74,Sweden,Rent transfer,5085,2025-05-12 04:55:00,SEK,SE8902WZTY78877140572268,Sweden
SE8902HNLH30212836252481,38949.86,Sweden,Rent transfer,5086,2025-01-15 21:51:00,SEK,SE8902EYAI40413449404955,Sweden
SE8902BXJC93392072105707,43637.00,Sweden,Insurance payout,5087,2025-02-25 16:14:00,SEK,SE8902UGGW38274485777478,Sweden
SE8902WCUC03726382390092,17458.72,Sweden,Salary payment,5088,2025-04-03 08:06:00,SEK,SE8902VEIB72029945509184,Sweden
SE8902LDPN73303918695424,33112.59,Sweden,Payment for invoice #1447,5089,2025-02-28 10:03:00,SEK,SE8902FSHA42297476809642,Sweden
SE8902GXLB05514229654020,36010.54,Sweden,Online purchase,5090,2025-02-11 10:54:00,SEK,SE8902AEAH33465529509698,Sweden
SE8902ZMRY06748088512775,4370.66,Sweden,Mobile recharge,5091,2025-01-02 21:31:00,SEK,SE8902TNEQ21759041931830,Sweden
SE8902HWHC81157429988113,46558.82,Sweden,Loan repayment,5092,2025-01-11 16:41:00,SEK,SE8902FUEO19973931032909,Sweden
SE8902LGDS93932200371895,10959.18,Sweden,Utility bill,5093,2025-04-05 21:18:00,SEK,SE8902MQQY51782698732487,Sweden
SE8902EUHG64782205847802,40616.65,Sweden,Reimbursement for travel,5094,2025-04-05 13:05:00,SEK,SE8902DQYM36490908630376,Sweden
SE8902EKEC92166161424949,202.51,Sweden,Insurance payout,5095,2025-01-08 23:07:00,SEK,SE8902RQNM94686024135916,Sweden
SE8902MSKS70942503348697,45552.25,Sweden,Subscription fee,5096,2025-02-10 21:20:00,SEK,SE8902PLTU47854504283727,Sweden
SE8902GWOF13656646987338,5180.93,Sweden,Gift to family member,5097,2025-01-05 02:09:00,SEK,SE8902PUTI27368119946710,Sweden
SE8902YYDM63526347491057,45595.98,Sweden,Unknown,5098,2025-02-08 00:18:00,SEK,SE8902RXQC04091454093931,Sweden
SE8902YBIX02378701637177,13480.74,Sweden,Online purchase,5099,2025-02-20 18:28:00,SEK,SE8902XUYH86436254539837,Sweden
SE8902EHTP72915274751435,22258.00,Sweden,Insurance payout,5100,2025-04-17 08:03:00,SEK,SE8902RFND18240718616184,Sweden
SE8902DXER23023951967280,31371.61,Sweden,Utility bill,5101,2025-02-01 06:08:00,SEK,SE8902EPZK82020056741347,Sweden
SE8902DGXX88147139459340,29544.83,Sweden,Reimbursement for travel,5102,2025-05-06 21:05:00,SEK,SE8902PKJC56529381306922,Sweden
SE8902WCIT71011280885223,16153.63,Sweden,Subscription fee,5103,2025-02-16 21:33:00,SEK,SE8902QYSY81014676327000,Sweden
SE8902IQRO13056391101908,19801.45,Sweden,Tax refund,5104,2025-02-08 15:30:00,SEK,SE8902GJEV19959770508700,Sweden
SE8902CAYR28184400854269,35474.99,Sweden,Utility bill,5105,2025-05-17 22:01:00,SEK,SE8902HEMI79004079416247,Sweden
SE8902UZPG07009538779616,24809.65,Sweden,Gift to family member,5106,2023-09-19 14:11:00,SEK,SE8902HNLH30212836252481,Sweden
SE8902PZCI77761871178523,32141.27,Sweden,Loan repayment,5107,2025-02-02 20:04:00,SEK,SE8902ETCY90517906060184,Sweden
SE8902SUFL84984390436207,10714.52,Sweden,Payment for invoice #8766,5108,2025-04-10 11:09:00,SEK,SE8902AMRJ75051497335013,Sweden
SE8902ZKZE03352259811045,45354.07,Sweden,Salary payment,5109,2025-01-19 04:24:00,SEK,SE8902ZWKL91581622045409,Sweden
SE8902QLUT99208994499946,29182.25,Sweden,Salary payment,5110,2025-02-21 07:18:00,SEK,SE8902TTCV22659277900658,Sweden
SE8902IXLN09147641003463,20556.52,Sweden,Mobile recharge,5111,2025-04-24 07:45:00,SEK,SE8902RPNT79114466986103,Sweden
SE8902LKRM96767797463197,31806.86,Sweden,Unknown,5112,2025-03-19 21:46:00,SEK,SE8902NDNE36671961231780,Sweden
SE8902MURT68729362533248,15695.84,Sweden,Salary payment,5113,2025-02-16 04:53:00,SEK,SE8902HADZ94831371615319,Sweden
SE8902JWXW28958053475452,21025.27,Sweden,Tax refund,5114,2025-03-27 22:21:00,SEK,SE8902NBJB19095650975525,Sweden
SE8902VDAM04395711962652,18083.12,Sweden,Unknown,5115,2025-03-20 08:03:00,SEK,SE8902UPMV66415672183575,Sweden
SE8902RUZG18814542051536,38582.41,Sweden,Loan repayment,5116,2025-05-08 10:20:00,SEK,SE8902OJZV87378441905395,Sweden
SE8902GXGJ09737434359792,49422.11,Sweden,Tax refund,5117,2025-04-30 21:23:00,SEK,SE8902SEYF48760878274175,Sweden
SE8902BPMW61406251979814,43823.53,Sweden,Online purchase,5118,2025-03-28 20:03:00,SEK,SE8902HXLB10149156679316,Sweden
SE8902FEIJ60109004189441,43772.61,Sweden,Utility bill,5119,2025-02-26 17:47:00,SEK,SE8902ZIPR73751541971020,Sweden
SE8902PVMT99502269929745,11899.37,Sweden,Tax refund,5120,2025-05-15 16:36:00,SEK,SE8902UYWH41914146129072,Sweden
SE8902QTON45088878513232,8147.93,Sweden,Mobile recharge,5121,2025-03-07 13:19:00,SEK,SE8902ONZU44479921442383,Sweden
SE8902FBTR73223116722714,7007.76,Sweden,Reimbursement for travel,5122,2025-02-19 04:34:00,SEK,SE8902RASX95864855242605,Sweden
SE8902PVNM34258841032637,19160.30,Sweden,Tax refund,5123,2025-02-05 13:48:00,SEK,SE8902NZPO70353430427963,Sweden
SE8902AEAH33465529509698,6195.93,Sweden,Payment for invoice #4847,5124,2025-02-09 10:24:00,SEK,SE8902CZMN06754312018557,Sweden
SE8902YWQH50779746486712,3019.38,Sweden,Freelance project payment,5125,2025-03-09 17:40:00,SEK,SE8902GJBL45406945630901,Sweden
SE8902IKUU90169881819014,2514.16,Sweden,Reimbursement for travel,5126,2025-04-19 13:37:00,SEK,SE8902WRRU80784544437204,Sweden
SE8902IWUZ21139031383602,46549.56,Sweden,Rent transfer,5127,2025-05-04 06:02:00,SEK,SE8902AZOB63571733972059,Sweden
SE8902ZMIE92280783818806,10654.82,Sweden,Utility bill,5128,2025-02-20 19:14:00,SEK,SE8902VEMX25234923276716,Sweden
SE8902ZTNG40351896769345,22423.08,Sweden,Unknown,5129,2025-04-10 04:39:00,SEK,SE8902TSIH97788635751412,Sweden
SE8902DBZP90399205881070,48338.44,Sweden,Unknown,5130,2025-01-24 06:54:00,SEK,SE8902UITH42469834496346,Sweden
SE8902SPLA84551710891296,18669.20,Sweden,Online purchase,5131,2025-02-14 12:26:00,SEK,SE8902NHEC01255630352421,Sweden
SE8902LARY75915594710859,32262.94,Sweden,Mobile recharge,5132,2025-01-28 10:25:00,SEK,SE8902TZSS77431559302602,Sweden
SE8902XWOG93876385265449,27596.93,Sweden,Mobile recharge,5133,2025-04-17 02:43:00,SEK,SE8902PRHA61506657906077,Sweden
SE8902IGPY15346785802644,16786.08,Sweden,Gift to family member,5134,2025-04-14 00:43:00,SEK,SE8902OELG14968309944058,Sweden
SE8902EHTU59069815598850,23593.06,Sweden,Subscription fee,5135,2025-03-25 03:39:00,SEK,SE8902BBDN08764843226603,Sweden
SE8902TVVW07944483518187,22670.63,Sweden,Online purchase,5136,2025-03-28 18:30:00,SEK,SE8902OELG14968309944058,Sweden
SE8902BUFN52320844378385,26768.46,Sweden,Gift to family member,5137,2025-03-02 00:04:00,SEK,SE8902EHTP72915274751435,Sweden
SE8902GWBV65006975861231,10632.05,Sweden,Mobile recharge,5138,2025-04-13 20:15:00,SEK,SE8902FKHS98022985303829,Sweden
SE8902QSEX48124440213093,14093.02,Sweden,Online purchase,5139,2025-01-14 06:11:00,SEK,SE8902WSOG82520529247442,Sweden
SE8902SHGS62187533607069,12616.19,Sweden,Mobile recharge,5140,2025-01-22 20:22:00,SEK,SE8902SVEX40095531093926,Sweden
SE8902FUJI48043244293392,23651.43,Sweden,Rent transfer,5141,2025-02-09 04:45:00,SEK,SE8902MYOF67830605702784,Sweden
SE8902SBKV17928186427622,5285.54,Sweden,Loan repayment,5142,2025-04-29 15:44:00,SEK,SE8902OQZB62959452894569,Sweden
SE8902SYOK34574595890962,31905.61,Sweden,Reimbursement for travel,5143,2025-04-02 23:05:00,SEK,SE8902FMID10536679996597,Sweden
SE8902VXBW13958908779060,11452.72,Sweden,Loan repayment,5144,2025-03-13 11:57:00,SEK,SE8902HXLB10149156679316,Sweden
SE8902ENZW25848870664611,43251.36,Sweden,Reimbursement for travel,5145,2025-01-06 05:11:00,SEK,SE8902NKXR00859309312215,Sweden
SE8902SPOT75366803801987,14316.03,Sweden,Reimbursement for travel,5146,2025-03-03 03:07:00,SEK,SE8902CAYR28184400854269,Sweden
SE8902RCMP67198715313709,16681.58,Sweden,Freelance project payment,5147,2025-03-27 18:01:00,SEK,SE8902FCJT75375914520219,Sweden
SE8902BIRC46206283725522,32657.15,Sweden,Unknown,5148,2025-07-26 15:14:00,SEK,SE8902VBPS31468933549596,Sweden
SE8902PTAF77843993668616,42020.11,Sweden,Reimbursement for travel,5149,2025-02-27 17:54:00,SEK,SE8902QYUK75923058440099,Sweden
SE8902JQHT00463203687003,7364.99,Sweden,Utility bill,5150,2025-05-08 18:00:00,SEK,SE8902TKZA24932488770695,Sweden
SE8902XFDS45905033879975,36055.43,Sweden,Salary payment,5151,2025-01-17 20:00:00,SEK,SE8902XPRV76493567899496,Sweden
SE8902LDPN73303918695424,18084.90,Sweden,Rent transfer,5152,2025-02-09 05:05:00,SEK,SE8902GORN68994003453353,Sweden
SE8902UITH42469834496346,48861.47,Sweden,Online purchase,5153,2025-04-21 17:57:00,SEK,SE8902XVJQ62588665096343,Sweden
SE8902GOTA27808705650145,34115.27,Sweden,Subscription fee,5154,2025-03-31 06:24:00,SEK,SE8902GAXX53411861552462,Sweden
SE8902LFCU74107203362240,13302.01,Sweden,Unknown,5155,2025-02-08 00:36:00,SEK,SE8902OETG93189334327881,Sweden
SE8902AZSP13287899419402,4334.69,Sweden,Unknown,5156,2025-05-09 15:03:00,SEK,SE8902EHTU59069815598850,Sweden
SE8902OLYJ75119346245205,16920.59,Sweden,Rent transfer,5157,2025-05-06 03:18:00,SEK,SE8902HQID54921038055598,Sweden
SE8902ZFCJ85266822978818,5898.64,Sweden,Unknown,5158,2025-04-17 02:06:00,SEK,SE8902LHWV91263359767569,Sweden
SE8902EJAI99151957237924,10090.59,Sweden,Tax refund,5159,2025-02-25 12:39:00,SEK,SE8902GZKU10549826849499,Sweden
SE8902CKLN78195298715336,23487.21,Sweden,Online purchase,5160,2025-05-17 02:22:00,SEK,SE8902URSV28669190464010,Sweden
SE8902XARR24637715791113,19611.77,Sweden,Subscription fee,5161,2025-03-25 16:32:00,SEK,SE8902GAFL88123638280516,Sweden
SE8902KMRD06713970744337,11593.57,Sweden,Salary payment,5162,2025-04-18 20:14:00,SEK,SE8902PUFG51102457949170,Sweden
SE8902DVQS82119924518238,7511.13,Sweden,Rent transfer,5163,2025-04-22 16:14:00,SEK,SE8902LKXQ69920608322446,Sweden
SE8902UHPN71937885399066,40423.39,Sweden,Unknown,5164,2025-02-25 18:33:00,SEK,SE8902WIZV49599148565208,Sweden
SE8902EPQO36893099676290,11375.13,Sweden,Salary payment,5165,2025-03-28 04:26:00,SEK,SE8902FWCH71102712794153,Sweden
SE8902GBSN65881879746261,44817.22,Sweden,Unknown,5166,2025-04-10 20:00:00,SEK,SE8902CARL50738619229703,Sweden
SE8902AOEI11888157159723,2922.29,Sweden,Salary payment,5167,2025-02-21 22:57:00,SEK,SE8902SNNM24012074185591,Sweden
SE8902OILP02531246077432,43798.93,Sweden,Payment for invoice #3345,5168,2025-04-16 13:27:00,SEK,SE8902IETM52089049623113,Sweden
SE8902PLOQ67311426466791,22270.77,Sweden,Reimbursement for travel,5169,2025-04-28 18:00:00,SEK,SE8902KMID87590796935719,Sweden
SE8902YARE38911515845364,31134.60,Sweden,Gift to family member,5170,2025-02-08 18:48:00,SEK,SE8902UIXL22740523863004,Sweden
SE8902OKBP25586865512985,32853.86,Sweden,Reimbursement for travel,5171,2025-02-28 14:26:00,SEK,SE8902TBOJ86049292227405,Sweden
SE8902WJDM26526890895791,25451.15,Sweden,Loan repayment,5172,2025-01-23 16:16:00,SEK,SE8902UUHR56831431647978,Sweden
SE8902SMBI03438185868162,24890.89,Sweden,Insurance payout,5173,2025-03-10 19:10:00,SEK,SE8902ZDMU73833226690524,Sweden
SE8902KWRS27148391651848,48955.02,Sweden,Unknown,5174,2025-03-20 10:12:00,SEK,SE8902MERM08934535145689,Sweden
SE8902TOSX14314674232363,11255.23,Sweden,Unknown,5175,2025-01-10 23:41:00,SEK,SE8902MURT68729362533248,Sweden
SE8902ZFFS54641169742438,25488.81,Sweden,Freelance project payment,5176,2025-04-28 18:13:00,SEK,SE8902IJUF89235594362096,Sweden
